Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
666,2/2/23,CUST666,Male,51,Electronics,3,50,150
667,8/1/23,CUST667,Female,29,Electronics,1,500,500
668,7/28/23,CUST668,Female,62,Electronics,3,50,150
669,6/19/23,CUST669,Male,24,Beauty,4,300,1200
670,10/5/23,CUST670,Male,27,Beauty,1,30,30
671,8/27/23,CUST671,Male,62,Electronics,3,50,150
672,8/1/23,CUST672,Female,34,Beauty,2,50,100
673,2/1/23,CUST673,Female,43,Clothing,3,500,1500
674,4/16/23,CUST674,Female,38,Clothing,1,300,300
675,8/4/23,CUST675,Female,45,Clothing,2,30,60
676,7/19/23,CUST676,Male,63,Electronics,3,500,1500
677,10/27/23,CUST677,Female,19,Beauty,3,500,1500
678,12/23/23,CUST678,Female,60,Electronics,3,300,900
679,1/11/23,CUST679,Female,18,Beauty,3,30,90
680,10/22/23,CUST680,Female,53,Clothing,3,300,900
681,7/14/23,CUST681,Female,43,Electronics,2,30,60
682,9/2/23,CUST682,Male,46,Beauty,4,300,1200
683,1/4/23,CUST683,Male,38,Beauty,2,500,1000
684,6/30/23,CUST684,Female,28,Clothing,2,500,1000
685,6/2/23,CUST685,Male,57,Electronics,2,25,50
686,7/19/23,CUST686,Female,28,Electronics,4,50,200
687,8/3/23,CUST687,Female,53,Electronics,1,300,300
688,10/3/23,CUST688,Male,56,Clothing,4,25,100
689,10/7/23,CUST689,Male,57,Electronics,2,50,100
690,11/5/23,CUST690,Female,52,Clothing,3,300,900
691,4/23/23,CUST691,Female,51,Clothing,3,30,90
692,9/7/23,CUST692,Female,64,Clothing,2,50,100
693,4/23/23,CUST693,Male,41,Beauty,3,500,1500
694,5/20/23,CUST694,Female,39,Electronics,2,25,50
695,8/12/23,CUST695,Female,22,Electronics,3,50,150
696,9/6/23,CUST696,Female,50,Clothing,4,50,200
697,1/15/23,CUST697,Male,53,Clothing,1,500,500
698,7/19/23,CUST698,Female,64,Electronics,1,300,300
699,6/22/23,CUST699,Female,37,Clothing,4,30,120
700,12/9/23,CUST700,Male,36,Electronics,4,500,2000
701,12/14/23,CUST701,Female,52,Beauty,2,30,60
702,7/27/23,CUST702,Female,60,Clothing,2,300,600
703,3/26/23,CUST703,Male,34,Electronics,2,50,100
704,8/28/23,CUST704,Female,62,Clothing,3,30,90
705,3/7/23,CUST705,Male,60,Electronics,2,25,50
706,11/15/23,CUST706,Male,51,Electronics,4,25,100
707,10/1/23,CUST707,Female,26,Clothing,1,500,500
708,1/14/23,CUST708,Female,43,Beauty,3,300,900
709,7/21/23,CUST709,Female,19,Electronics,2,500,1000
710,10/31/23,CUST710,Female,26,Electronics,3,500,1500
711,10/16/23,CUST711,Male,26,Electronics,3,500,1500
712,12/6/23,CUST712,Female,57,Beauty,2,25,50
713,1/14/23,CUST713,Male,34,Beauty,3,25,75
714,2/12/23,CUST714,Female,18,Clothing,1,500,500
715,11/26/23,CUST715,Female,42,Beauty,4,25,100
716,8/8/23,CUST716,Female,60,Clothing,4,300,1200
717,3/11/23,CUST717,Male,57,Clothing,1,500,500
718,8/25/23,CUST718,Female,59,Beauty,3,25,75
719,4/4/23,CUST719,Female,42,Clothing,2,30,60
720,1/26/23,CUST720,Female,56,Beauty,3,500,1500
721,5/14/23,CUST721,Female,52,Clothing,1,500,500
722,7/14/23,CUST722,Male,20,Beauty,3,300,900
723,6/17/23,CUST723,Female,54,Beauty,4,50,200
724,4/19/23,CUST724,Male,61,Clothing,3,50,150
725,8/21/23,CUST725,Male,61,Electronics,1,300,300
726,6/17/23,CUST726,Male,47,Clothing,4,300,1200
727,6/22/23,CUST727,Male,55,Beauty,3,300,900
728,7/14/23,CUST728,Male,51,Electronics,3,50,150
729,5/23/23,CUST729,Male,29,Clothing,4,300,1200
730,8/4/23,CUST730,Female,36,Clothing,2,25,50
731,5/10/23,CUST731,Male,54,Clothing,4,500,2000
732,2/11/23,CUST732,Male,61,Electronics,2,500,1000
733,8/29/23,CUST733,Male,34,Beauty,1,30,30
734,1/10/23,CUST734,Female,27,Clothing,1,30,30
735,10/4/23,CUST735,Female,64,Clothing,4,500,2000
736,1/27/23,CUST736,Male,29,Clothing,4,25,100
737,6/29/23,CUST737,Female,33,Clothing,1,50,50
738,4/25/23,CUST738,Male,41,Clothing,2,50,100
739,11/29/23,CUST739,Male,36,Beauty,1,25,25
740,2/5/23,CUST740,Female,25,Beauty,4,50,200
741,11/30/23,CUST741,Male,48,Clothing,1,300,300
742,1/21/23,CUST742,Female,38,Electronics,4,500,2000
743,1/16/23,CUST743,Female,34,Beauty,4,500,2000
744,5/7/23,CUST744,Male,40,Electronics,1,25,25
745,4/13/23,CUST745,Male,54,Beauty,2,50,100
746,1/11/23,CUST746,Female,33,Clothing,3,30,90
747,11/15/23,CUST747,Male,23,Beauty,1,30,30
748,3/20/23,CUST748,Male,25,Clothing,3,50,150
749,5/3/23,CUST749,Male,42,Beauty,1,30,30
750,3/6/23,CUST750,Female,35,Clothing,3,25,75
751,8/31/23,CUST751,Female,42,Clothing,2,25,50
752,12/9/23,CUST752,Male,29,Clothing,2,50,100
753,2/28/23,CUST753,Female,32,Clothing,1,30,30
754,10/16/23,CUST754,Female,43,Electronics,4,25,100
755,4/22/23,CUST755,Female,58,Clothing,3,25,75
756,8/27/23,CUST756,Female,62,Electronics,4,300,1200
757,12/25/23,CUST757,Female,43,Electronics,4,300,1200
758,5/12/23,CUST758,Male,64,Clothing,4,25,100
759,7/8/23,CUST759,Male,49,Electronics,2,50,100
760,3/27/23,CUST760,Male,27,Beauty,1,500,500
761,11/7/23,CUST761,Female,33,Clothing,1,500,500
762,11/7/23,CUST762,Female,24,Electronics,2,25,50
763,2/28/23,CUST763,Male,34,Clothing,2,25,50
764,3/25/23,CUST764,Female,40,Clothing,1,25,25
765,6/9/23,CUST765,Male,43,Clothing,4,50,200
766,2/25/23,CUST766,Male,38,Electronics,3,300,900
767,10/24/23,CUST767,Male,39,Beauty,3,25,75
768,1/14/23,CUST768,Female,24,Beauty,3,25,75
769,6/9/23,CUST769,Female,31,Electronics,4,30,120
770,10/22/23,CUST770,Male,32,Clothing,1,50,50
771,12/13/23,CUST771,Male,24,Electronics,2,25,50
772,7/12/23,CUST772,Male,26,Electronics,1,30,30
773,7/23/23,CUST773,Male,25,Electronics,4,500,2000
774,4/12/23,CUST774,Female,40,Clothing,2,25,50
775,2/8/23,CUST775,Female,46,Electronics,4,25,100
776,10/31/23,CUST776,Male,35,Clothing,3,30,90
777,12/20/23,CUST777,Male,48,Electronics,3,50,150
778,11/18/23,CUST778,Female,47,Beauty,4,25,100
779,5/5/23,CUST779,Female,56,Electronics,2,500,1000
780,2/22/23,CUST780,Male,52,Electronics,2,25,50
781,12/23/23,CUST781,Male,35,Beauty,1,500,500
782,6/4/23,CUST782,Male,59,Clothing,3,300,900
783,12/17/23,CUST783,Female,56,Clothing,1,300,300
784,11/4/23,CUST784,Female,34,Electronics,1,500,500
785,3/3/23,CUST785,Female,31,Beauty,4,50,200
786,10/17/23,CUST786,Male,48,Clothing,4,25,100
787,1/22/23,CUST787,Male,41,Electronics,1,25,25
788,6/27/23,CUST788,Female,52,Beauty,3,300,900
789,9/30/23,CUST789,Female,61,Clothing,4,500,2000
790,8/8/23,CUST790,Male,62,Clothing,1,25,25
791,12/5/23,CUST791,Female,51,Beauty,1,25,25
792,7/9/23,CUST792,Female,20,Beauty,1,50,50
793,2/5/23,CUST793,Male,54,Beauty,1,30,30
794,9/17/23,CUST794,Female,60,Beauty,1,300,300
795,11/28/23,CUST795,Male,57,Electronics,1,300,300
796,6/24/23,CUST796,Male,43,Beauty,4,30,120
797,1/7/23,CUST797,Male,40,Clothing,3,25,75
798,8/4/23,CUST798,Male,61,Clothing,1,50,50
799,9/8/23,CUST799,Male,56,Electronics,2,50,100
800,2/24/23,CUST800,Male,32,Clothing,4,300,1200
801,8/10/23,CUST801,Male,21,Clothing,4,50,200
802,7/5/23,CUST802,Female,46,Beauty,1,30,30
803,11/22/23,CUST803,Male,39,Clothing,4,25,100
804,8/24/23,CUST804,Male,42,Electronics,1,30,30
805,12/29/23,CUST805,Female,30,Beauty,3,500,1500
806,3/20/23,CUST806,Female,35,Beauty,3,300,900
807,8/11/23,CUST807,Female,50,Electronics,4,50,200
808,4/1/23,CUST808,Male,33,Beauty,4,500,2000
809,9/25/23,CUST809,Female,62,Beauty,2,50,100
810,11/30/23,CUST810,Male,59,Electronics,4,25,100
811,5/19/23,CUST811,Male,61,Beauty,2,25,50
812,11/12/23,CUST812,Male,19,Electronics,3,25,75
813,10/3/23,CUST813,Male,52,Electronics,3,50,150
814,9/5/23,CUST814,Female,59,Clothing,1,500,500
815,8/27/23,CUST815,Female,51,Clothing,3,25,75
816,8/12/23,CUST816,Male,47,Beauty,2,500,1000
817,10/31/23,CUST817,Male,30,Beauty,4,50,200
818,5/18/23,CUST818,Male,30,Electronics,1,500,500
819,6/15/23,CUST819,Female,35,Beauty,2,50,100
820,5/6/23,CUST820,Male,49,Electronics,4,50,200
821,2/14/23,CUST821,Male,49,Electronics,1,300,300
822,5/23/23,CUST822,Female,52,Beauty,3,50,150
823,8/19/23,CUST823,Female,56,Electronics,2,50,100
824,5/5/23,CUST824,Male,63,Clothing,4,30,120
825,8/26/23,CUST825,Female,46,Beauty,1,25,25
826,10/19/23,CUST826,Female,46,Clothing,1,300,300
827,11/9/23,CUST827,Male,61,Beauty,3,300,900
828,12/9/23,CUST828,Female,33,Electronics,4,300,1200
829,7/14/23,CUST829,Male,61,Beauty,3,30,90
830,6/22/23,CUST830,Female,64,Clothing,3,50,150
831,1/15/23,CUST831,Male,27,Electronics,4,25,100
832,9/11/23,CUST832,Male,47,Beauty,4,500,2000
833,6/16/23,CUST833,Male,42,Beauty,4,50,200
834,4/4/23,CUST834,Female,56,Beauty,2,30,60
835,9/7/23,CUST835,Male,37,Clothing,4,50,200
836,4/19/23,CUST836,Female,22,Clothing,1,50,50
837,7/1/23,CUST837,Male,18,Beauty,3,30,90
838,5/13/23,CUST838,Male,47,Electronics,2,300,600
839,6/24/23,CUST839,Female,20,Electronics,4,300,1200
840,5/24/23,CUST840,Male,62,Clothing,2,25,50
841,11/2/23,CUST841,Male,31,Electronics,4,25,100
842,12/26/23,CUST842,Female,47,Clothing,2,300,600
843,5/22/23,CUST843,Male,21,Beauty,3,500,1500
844,10/12/23,CUST844,Male,35,Clothing,3,50,150
845,1/6/23,CUST845,Male,54,Clothing,1,500,500
846,9/22/23,CUST846,Male,42,Beauty,1,50,50
847,4/8/23,CUST847,Female,18,Electronics,4,300,1200
848,2/13/23,CUST848,Female,63,Clothing,3,25,75
849,5/4/23,CUST849,Male,32,Clothing,2,25,50
850,7/28/23,CUST850,Female,26,Beauty,2,500,1000
851,9/8/23,CUST851,Male,32,Electronics,2,25,50
852,10/12/23,CUST852,Female,41,Clothing,1,300,300
853,5/4/23,CUST853,Male,21,Beauty,2,500,1000
854,12/20/23,CUST854,Male,29,Clothing,1,50,50
855,9/1/23,CUST855,Male,54,Beauty,1,25,25
856,11/27/23,CUST856,Male,54,Electronics,4,30,120
857,12/31/23,CUST857,Male,60,Electronics,2,25,50
858,9/9/23,CUST858,Male,23,Electronics,2,50,100
859,8/18/23,CUST859,Female,56,Electronics,3,500,1500
860,1/9/23,CUST860,Male,63,Clothing,4,50,200
861,2/17/23,CUST861,Female,41,Clothing,3,30,90
862,5/31/23,CUST862,Male,28,Electronics,4,300,1200
863,4/24/23,CUST863,Female,30,Electronics,2,25,50
864,7/27/23,CUST864,Female,51,Electronics,1,500,500
865,12/21/23,CUST865,Female,42,Clothing,1,300,300
866,5/5/23,CUST866,Male,24,Electronics,1,50,50
867,6/6/23,CUST867,Male,21,Electronics,1,500,500
868,12/6/23,CUST868,Female,25,Electronics,1,300,300
869,10/25/23,CUST869,Male,37,Beauty,3,500,1500
870,7/8/23,CUST870,Female,46,Electronics,4,30,120
871,8/31/23,CUST871,Male,62,Beauty,2,30,60
872,10/11/23,CUST872,Female,63,Beauty,3,25,75
873,9/29/23,CUST873,Female,27,Electronics,4,25,100
874,6/26/23,CUST874,Male,60,Beauty,1,30,30
875,8/6/23,CUST875,Female,51,Electronics,4,500,2000
876,10/9/23,CUST876,Male,43,Clothing,4,30,120
877,6/19/23,CUST877,Female,58,Clothing,1,25,25
878,6/30/23,CUST878,Female,20,Clothing,1,30,30
879,12/26/23,CUST879,Male,23,Clothing,1,30,30
880,8/21/23,CUST880,Male,22,Beauty,2,500,1000
881,5/19/23,CUST881,Male,22,Electronics,1,300,300
882,6/6/23,CUST882,Female,64,Electronics,2,25,50
883,5/9/23,CUST883,Male,40,Electronics,1,500,500
884,4/29/23,CUST884,Female,26,Clothing,2,30,60
885,3/3/23,CUST885,Female,52,Clothing,4,30,120
886,4/9/23,CUST886,Male,37,Electronics,3,300,900
887,6/11/23,CUST887,Male,59,Clothing,4,25,100
888,3/3/23,CUST888,Female,52,Electronics,4,25,100
889,10/2/23,CUST889,Female,35,Electronics,1,50,50
890,12/20/23,CUST890,Male,34,Electronics,2,25,50
891,4/5/23,CUST891,Male,41,Electronics,3,300,900
892,4/9/23,CUST892,Male,20,Electronics,1,50,50
893,4/21/23,CUST893,Male,49,Electronics,1,50,50
894,9/5/23,CUST894,Male,52,Electronics,1,30,30
895,5/22/23,CUST895,Female,55,Clothing,4,30,120
896,10/29/23,CUST896,Female,30,Electronics,2,25,50
897,9/26/23,CUST897,Female,64,Electronics,2,50,100
898,11/2/23,CUST898,Female,42,Clothing,3,30,90
899,5/25/23,CUST899,Male,26,Clothing,2,300,600
900,2/21/23,CUST900,Male,21,Clothing,2,30,60
901,4/10/23,CUST901,Male,31,Electronics,1,30,30
902,6/1/23,CUST902,Female,54,Beauty,1,50,50
903,4/27/23,CUST903,Female,51,Beauty,4,50,200
904,7/4/23,CUST904,Male,28,Clothing,1,500,500
905,4/2/23,CUST905,Male,58,Beauty,1,300,300
906,6/4/23,CUST906,Female,20,Clothing,1,50,50
907,1/8/23,CUST907,Female,45,Electronics,1,25,25
908,12/29/23,CUST908,Male,46,Beauty,4,300,1200
909,10/1/23,CUST909,Male,26,Electronics,1,300,300
910,3/6/23,CUST910,Female,20,Beauty,3,50,150
911,5/21/23,CUST911,Male,42,Electronics,3,300,900
912,1/24/23,CUST912,Male,51,Beauty,3,50,150
913,1/28/23,CUST913,Male,29,Electronics,3,30,90
914,10/11/23,CUST914,Female,59,Electronics,1,500,500
915,5/30/23,CUST915,Female,26,Beauty,3,30,90
916,12/24/23,CUST916,Female,32,Electronics,1,50,50
917,3/6/23,CUST917,Female,57,Electronics,4,50,200
918,11/23/23,CUST918,Female,42,Electronics,3,30,90
919,9/9/23,CUST919,Female,22,Beauty,2,25,50
920,2/22/23,CUST920,Female,28,Beauty,3,25,75
921,1/7/23,CUST921,Male,51,Electronics,3,25,75
922,10/21/23,CUST922,Male,41,Electronics,1,50,50
923,5/26/23,CUST923,Male,32,Beauty,3,300,900
924,8/29/23,CUST924,Male,55,Beauty,2,50,100
925,9/3/23,CUST925,Male,25,Electronics,1,300,300
926,8/14/23,CUST926,Male,22,Electronics,1,30,30
927,6/24/23,CUST927,Male,43,Electronics,4,500,2000
928,4/5/23,CUST928,Female,35,Clothing,4,300,1200
929,1/27/23,CUST929,Female,23,Beauty,3,25,75
930,5/10/23,CUST930,Male,54,Clothing,4,50,200
931,9/2/23,CUST931,Male,30,Beauty,4,30,120
932,2/28/23,CUST932,Female,45,Beauty,4,25,100
933,2/3/23,CUST933,Male,22,Beauty,1,30,30
934,7/25/23,CUST934,Male,30,Beauty,1,500,500
935,9/9/23,CUST935,Female,34,Beauty,1,50,50
936,2/7/23,CUST936,Male,57,Beauty,4,50,200
937,10/23/23,CUST937,Female,62,Beauty,1,500,500
938,11/19/23,CUST938,Male,49,Clothing,4,50,200
939,12/18/23,CUST939,Female,46,Electronics,1,300,300
940,1/28/23,CUST940,Female,20,Electronics,1,30,30
941,3/19/23,CUST941,Female,57,Clothing,2,25,50
942,3/18/23,CUST942,Male,51,Clothing,3,500,1500
943,10/16/23,CUST943,Female,57,Clothing,4,300,1200
944,6/5/23,CUST944,Male,44,Clothing,2,25,50
945,2/13/23,CUST945,Male,30,Beauty,1,25,25
946,5/8/23,CUST946,Male,62,Electronics,4,500,2000
947,3/2/23,CUST947,Male,50,Beauty,1,300,300
948,10/13/23,CUST948,Female,23,Electronics,3,25,75
949,8/2/23,CUST949,Female,41,Electronics,2,25,50
950,11/7/23,CUST950,Male,36,Clothing,3,300,900
951,11/2/23,CUST951,Male,33,Beauty,2,50,100
952,11/13/23,CUST952,Female,57,Clothing,1,25,25
953,4/26/23,CUST953,Male,45,Beauty,3,30,90
954,9/25/23,CUST954,Female,50,Electronics,3,300,900
955,7/14/23,CUST955,Male,58,Clothing,1,25,25
956,8/19/23,CUST956,Male,30,Clothing,3,500,1500
957,8/15/23,CUST957,Female,60,Electronics,4,30,120
958,6/2/23,CUST958,Male,62,Electronics,2,25,50
959,10/29/23,CUST959,Female,42,Electronics,2,30,60
960,8/8/23,CUST960,Male,59,Clothing,2,30,60
961,6/6/23,CUST961,Male,53,Beauty,4,50,200
962,10/19/23,CUST962,Male,44,Clothing,2,30,60
963,11/14/23,CUST963,Female,55,Beauty,1,50,50
964,1/31/23,CUST964,Male,24,Clothing,3,300,900
965,11/9/23,CUST965,Male,22,Clothing,4,50,200
966,2/20/23,CUST966,Male,60,Electronics,2,500,1000
967,4/17/23,CUST967,Male,62,Beauty,1,25,25
968,11/17/23,CUST968,Female,48,Clothing,3,300,900
969,4/19/23,CUST969,Female,40,Clothing,3,300,900
970,5/16/23,CUST970,Male,59,Electronics,4,500,2000
971,12/5/23,CUST971,Female,27,Electronics,4,50,200
972,2/11/23,CUST972,Male,49,Beauty,4,25,100
973,3/22/23,CUST973,Male,60,Clothing,1,50,50
974,5/3/23,CUST974,Male,47,Beauty,1,30,30
975,3/30/23,CUST975,Female,56,Clothing,4,50,200
976,10/10/23,CUST976,Female,48,Beauty,2,300,600
977,2/8/23,CUST977,Female,35,Electronics,3,25,75
978,3/22/23,CUST978,Female,53,Clothing,3,50,150
979,1/2/23,CUST979,Female,19,Beauty,1,25,25
980,7/29/23,CUST980,Female,31,Electronics,3,25,75
981,8/19/23,CUST981,Female,30,Electronics,2,30,60
982,12/19/23,CUST982,Female,46,Beauty,3,30,90
983,11/1/23,CUST983,Female,29,Clothing,1,300,300
984,8/29/23,CUST984,Male,56,Clothing,1,500,500
985,5/30/23,CUST985,Female,19,Electronics,2,25,50
986,1/17/23,CUST986,Female,49,Clothing,2,500,1000
987,4/29/23,CUST987,Female,30,Clothing,3,300,900
988,5/28/23,CUST988,Female,63,Clothing,3,25,75
989,12/28/23,CUST989,Female,44,Electronics,1,25,25
990,5/25/23,CUST990,Female,58,Beauty,2,500,1000
991,12/26/23,CUST991,Female,34,Clothing,2,50,100
992,8/21/23,CUST992,Female,57,Electronics,2,30,60
993,2/6/23,CUST993,Female,48,Electronics,3,50,150
994,12/18/23,CUST994,Female,51,Beauty,2,500,1000
995,4/30/23,CUST995,Female,41,Clothing,1,30,30
996,5/16/23,CUST996,Male,62,Clothing,1,50,50
997,11/17/23,CUST997,Male,52,Beauty,3,30,90
998,10/29/23,CUST998,Female,23,Beauty,4,25,100
999,12/5/23,CUST999,Female,36,Electronics,3,50,150
1000,4/12/23,CUST1000,Male,47,Electronics,4,30,120